Name,Date,Likes,Views,Comments
WINNER,2017-08-04,600445,36231985,26188
WINNER,2017-08-04,808861,47640435,35012
Tritops,2017-08-03,888,39497,57
Samuel,2017-08-02,783107,18884779,45655
N.Flying,2017-08-02,182213,5418352,7982
GFRIEND,2017-08-01,467256,46468957,54393
Apple.B,2017-08-01,14759,728551,685
Park Kyung,2017-08-01,15454,506046,739
Shannon,2017-07-31,51856,1349354,2344
Longguo & Shihyun,2017-07-31,10336,247541,418
Raina,2017-07-31,20062,309638,1363
JJ Project,2017-07-30,633459,24389892,51055
FTISLAND,2017-07-29,22987,1173881,1016
Clon,2017-07-28,831,68846,44
AlphaBAT,2017-07-28,15335,173708,1011
LOONA,2017-07-28,276123,10524909,19153
Dreamcatcher,2017-07-27,274209,11014190,17629
MONSTA X,2017-07-27,368467,8739784,17111
MYTEEN,2017-07-26,39127,567517,1742
P.O.P,2017-07-26,25013,636202,1677
ELRIS,2017-07-26,24132,930719,1772
Taemin,2017-07-26,256479,7918612,13005
Nell,2017-07-25,19682,807975,656
CASHCOMA,2017-07-23,233,8741,35
Live High,2017-07-23,1140,94826,78
KNK,2017-07-20,88538,1777376,4220
AKMU,2017-07-20,876171,43896022,27770
Snuper,2017-07-20,16371,354822,1664
TopSecret,2017-07-19,5324,64834,613
KARD,2017-07-19,1384618,56921017,55967
EXO,2017-07-18,5242956,353128642,1052641
Voisper,2017-07-18,331,2649,22
Myname,2017-07-18,11874,408847,1219
Hotshot,2017-07-15,172924,4250641,10614
WJSN,2017-07-14,22256,1152588,1030
Jessi,2017-07-13,565210,24156003,19332
Park Boram,2017-07-13,13245,1115574,723
VOISPER,2017-07-13,8451,1705725,393
Limesoda,2017-07-12,10595,855328,732
Urban Zakapa,2017-07-11,5383,354401,185
Wable,2017-07-11,460,15809,22
Red Velvet,2017-07-08,2497114,202673008,141163
PPL,2017-07-06,5282,214323,301
Apink,2017-07-06,38272,2117445,2523
LOONA 1/3,2017-07-06,44103,847727,3474
Take,2017-07-06,438,19203,21
DAY6,2017-07-05,320832,9120826,15495
Halo,2017-07-05,101140,2413918,4007
Favorite,2017-07-04,19967,362231,968
Boyfriend,2017-07-04,12228,259024,1308
BTS,2017-07-04,1214685,23450483,46052
VAV,2017-07-03,61152,1545256,1920
L.A.U,2017-06-30,5408,72448,278
Clon,2017-06-29,5751,482134,330
UP10TION,2017-06-29,85228,1979796,4051
Shannon,2017-06-27,16188,254050,1167
Stellar,2017-06-27,56017,1981739,4474
Heize,2017-06-26,227504,44167824,7561
Heize,2017-06-26,235309,29322725,6022
Apink,2017-06-26,258458,27737321,21317
LOONA,2017-06-26,315261,12975562,16807
BoA,2017-06-26,208026,7980250,9466
Mamamoo,2017-06-22,499571,38266592,18348
Mamamoo,2017-06-22,236608,20119029,11124
BLACKPINK,2017-06-22,13356227,1342557087,1658022
Henry,2017-06-22,206424,5169524,11010
Clon,2017-06-20,1591,148392,64
MONSTA X,2017-06-19,700838,24929478,43415
T-ara,2017-06-14,175564,8351697,25259
NCT 127,2017-06-14,2855582,163566309,114555
Bolbbalgan4,2017-06-13,131123,21804162,4171
Vermuda,2017-06-13,5969,87646,429
Pentagon,2017-06-12,279379,9417584,10872
G-Dragon,2017-06-08,1814929,145081998,134760
DAY6,2017-06-07,430181,17039245,16426
FTISLAND,2017-06-07,104352,3524804,4724
WJSN,2017-06-07,44545,1985511,2117
Chungha,2017-06-07,420991,31226481,13337
ELRIS,2017-06-04,11249,288507,612
TopSecret,2017-06-04,54206,979998,2455
S.E.T,2017-06-03,6058,173874,430
Tritops,2017-06-02,462,9324,19
Suran,2017-06-02,175889,7304755,2810
ELRIS,2017-06-01,46053,1663826,3570
Hyoyeon,2017-06-01,292631,8235771,13814
Greyish,2017-06-01,6114,223937,876
SISTAR,2017-05-31,449718,27397041,25222
ASTRO,2017-05-29,816873,29431634,31997
Highlight,2017-05-29,141021,7025025,4785
APRIL,2017-05-29,33896,2052538,2100
Baek A Yeon,2017-05-29,69225,3525524,1989
24K,2017-05-27,91701,1775796,4818
FTISLAND,2017-05-27,46152,4013660,2473
Flower,2017-05-26,726,40285,68
KNK,2017-05-25,54491,1146210,2409
Be.A,2017-05-25,12885,188039,1206
Tweety,2017-05-24,85,5521,9
Girls' Alert,2017-05-24,5698,440543,742
Yezi,2017-05-24,126690,4129581,3656
Marmello,2017-05-23,19567,294402,972
LOONA,2017-05-23,328069,14670668,22692
B.I.G,2017-05-23,72752,1275906,3851
A.C.E,2017-05-22,410668,8534450,26272
MAP6,2017-05-22,29019,488101,1485
SEVENTEEN,2017-05-22,3729840,266102651,207938
iKON,2017-05-22,1403887,70103107,63170
iKON,2017-05-22,632283,23264621,30578
GOT7,2017-05-22,860901,29502503,30414
Urban Zakapa,2017-05-19,16677,1798736,499
Sohee,2017-05-18,65895,2702180,3144
Honeyst,2017-05-16,17462,429673,1092
Twice,2017-05-15,3077843,321405912,251155
VIXX,2017-05-15,558987,22888543,38995
Unnies,2017-05-12,320041,17161023,21095
PSY,2017-05-10,1164629,130727623,66481
PSY,2017-05-10,2223065,291822815,79100
DAY6,2017-05-08,350694,10831678,13549
ROMEO,2017-05-08,13367,225957,582
VAV,2017-05-02,17684,973595,1492
Yong Junhyung,2017-05-02,67302,2605245,2448
Lovelyz,2017-05-02,110621,11493968,12697
Triple H,2017-05-01,268639,7382161,6097
EXO-CBX,2017-04-30,932490,34193753,42120
SECHSKIES,2017-04-28,61305,2545614,4137
SECHSKIES,2017-04-28,77808,4241447,5601
LOONA 1/3,2017-04-27,102500,3008998,10466
Momoland,2017-04-26,126014,8879620,12181
Boys Republic,2017-04-25,836,16233,44
KARD,2017-04-24,615806,20880607,42054
Snuper,2017-04-24,21895,496473,1967
IU,2017-04-21,1762808,195750133,56481
A-seed,2017-04-20,1905,68351,125
Bonus Baby,2017-04-20,5641,204571,641
Hint,2017-04-20,4900,209509,350
Waeb,2017-04-19,1300,141109,67
CNBLUE,2017-04-18,75717,4487997,1866
DIA,2017-04-18,97064,7006592,5786
Apink,2017-04-18,96883,5240530,4466
Yesung,2017-04-18,218676,5995241,16659
Myname,2017-04-18,4591,182356,549
SF9,2017-04-17,296809,10739333,14423
Berry Good,2017-04-16,32371,1780573,2578
LABOUM,2017-04-16,89228,6212358,6810
Minzy,2017-04-16,280371,7964731,14850
LOONA,2017-04-16,170668,5312495,15583
Wassup,2017-04-13,8782,194944,866
Zico,2017-04-13,361492,22438886,11891
Kisum,2017-04-13,28884,2184799,774
EXID,2017-04-10,276881,14878592,15420
Teen Top,2017-04-10,87642,2685912,4234
Jeong Eunji,2017-04-10,25943,667914,1939
Miso,2017-04-10,113808,4463948,4254
IU,2017-04-07,142356,5864788,4078
BLACK6IX,2017-04-06,63995,1293075,2940
DAY6,2017-04-06,374266,13570594,15093
Dreamcatcher,2017-04-05,458616,17473441,21823
WINNER,2017-04-04,591501,38612562,28153
WINNER,2017-04-04,2350243,199485440,101997
Inx,2017-04-03,8313,75876,886
Oh My Girl,2017-04-03,105810,6644282,6690
SEVENTEEN,2017-03-31,407538,7755322,16910
Red Velvet,2017-03-30,369596,14527034,14977
FTISLAND,2017-03-29,58139,2370736,1798
SF9,2017-03-27,31864,698128,1497
Girl's Day,2017-03-27,284276,21055331,11620
2000won,2017-03-25,1587,54936,123
IU,2017-03-24,831129,107947653,30106
Pristin,2017-03-21,500742,39273939,34492
MONSTA X,2017-03-21,1119619,62189045,68072
Apink,2017-03-21,81646,6404341,4763
LOONA 1/3,2017-03-20,39529,770195,1099
Eyedi,2017-03-20,6851,220697,278
CNBLUE,2017-03-20,89532,3702173,3239
Highlight,2017-03-20,582897,42027143,21595
Baba,2017-03-16,987,51088,81
Seven O'Clock,2017-03-16,101902,1900241,6942
Snuper,2017-03-14,3618,108289,188
GOT7,2017-03-13,2934266,203900091,212116
LOONA 1/3,2017-03-13,133097,3729925,8305
Highlight,2017-03-13,130041,7662609,5688
Nell,2017-03-13,5685,161405,201
MVP,2017-03-12,93424,1396835,5407
MAP6,2017-03-10,7318,145444,412
ROMEO,2017-03-08,36071,862760,1858
B.A.P,2017-03-07,127989,2338051,14661
GFRIEND,2017-03-06,420863,28822217,47748
DAY6,2017-03-06,440558,16448173,15959
BtoB,2017-03-06,303480,19667096,11373
VICTON,2017-03-02,89383,1938957,3472
KARD,2017-03-02,326442,7461925,19361
BLANC7,2017-03-02,192881,2788336,14241
Taeyeon,2017-02-28,1677943,90324405,51656
gugudan,2017-02-27,173144,11833363,14042
UP10TION,2017-02-27,22556,727490,1281
HIGH4,2017-02-27,27773,624962,1284
100%,2017-02-22,11534,305782,757
Gavy NJ,2017-02-22,5826,367866,226
Twice,2017-02-20,2669226,320441942,270260
BTS,2017-02-20,9808807,583491723,837848
Taeyeon,2017-02-18,486943,23228300,29323
VAV,2017-02-18,51621,1924451,1632
L.A.U,2017-02-17,1422,27182,145
KARD,2017-02-16,1572522,90408909,63331
MelodyDay,2017-02-15,33908,1294123,1738
Boyfriend,2017-02-15,37744,906830,2470
BIGFLO,2017-02-14,12230,196658,762
Various,2017-02-14,2447,32929,356
BTS,2017-02-13,9987358,522624281,1134702
B.I.G,2017-02-13,124594,2532021,7316
NCT DREAM,2017-02-09,855233,29354327,30016
Sunny Hill,2017-02-09,6070,414189,325
CROSS GENE,2017-02-08,66314,1177142,4234
Block B,2017-02-06,30706,516053,1755
1NB,2017-02-05,13097,4393106,635
DAY6,2017-02-05,1106927,68056794,32607
SF9,2017-02-05,76957,1290878,6562
MASC,2017-02-05,21729,344407,1000
Red Velvet,2017-02-01,1005882,74911395,93427
SHINee,2017-01-28,239375,8443494,13224
MelodyDay,2017-01-25,14097,609429,864
IMFACT,2017-01-24,6616,68640,586
"Dynamic Duo, Chen",2017-01-24,103558,6965908,5551
Suzy,2017-01-24,162609,7526110,9970
Pentagon,2017-01-23,138440,4130518,5410
2NE1,2017-01-20,1114855,32270533,135111
Kang Sira,2017-01-19,6702,176038,462
"Luna, Hani, Solar",2017-01-19,319262,12823597,16281
Park Kyung,2017-01-18,31038,1891747,1319
Kasper,2017-01-18,14013,372463,537
100%,2017-01-17,5624,188574,295
100%,2017-01-17,5624,188574,295
CLC,2017-01-17,753767,40855651,34953
Seohyun,2017-01-17,373920,18426656,28877
LOONA,2017-01-16,292933,8318449,12289
Niel,2017-01-16,35447,1992400,3207
Rain,2017-01-15,158923,12880512,13462
Dreamcatcher,2017-01-13,441893,17055785,24426
Jun.K,2017-01-12,43817,1230387,1646
Hello Venus,2017-01-11,146086,7702301,6612
Year 7 Class 1,2017-01-11,939,601233,168
Trax,2017-01-09,21556,455466,1300
Sonamoo,2017-01-09,29938,1318527,1557
Ravi,2017-01-09,75529,1527323,8850
DAY6,2017-01-06,724277,30506456,31382
Shinhwa,2017-01-06,52067,6707726,2499
Shinhwa,2017-01-05,52067,6707726,2499
Mixx,2017-01-05,16761,892438,1373
NCT 127,2017-01-05,364118,8853511,19804
VROMANCE,2017-01-05,26553,539955,1676
WJSN,2017-01-04,141833,15358815,6134
TopSecret,2017-01-04,7403,104001,645
APRIL,2017-01-04,97996,11030930,9866
AKMU,2017-01-03,467181,63215522,17168
S.E.S,2017-01-02,222873,5351783,9517
AOA,2017-01-02,344802,38126146,12921
AOA,2017-01-02,146555,16624503,4705
S.E.S,2017-01-01,79459,2175180,3808
Bonus Baby,2017-01-01,5039,146498,854
SEVENTEEN,2016-12-31,500637,22663579,20991
S.E.S,2016-12-29,39382,1268932,2247
VIXX,2016-12-24,17938,279437,1370
Double S 301,2016-12-22,8792,294033,3674
SF9,2016-12-21,35340,495359,2557
Bolbbalgan4,2016-12-20,695126,86976130,14895
NCT 127,2016-12-20,470448,12266618,21950
Boys Republic,2016-12-19,1057,20112,56
EXO,2016-12-18,176790,3787031,7432
Apink,2016-12-14,42139,1675572,3575
VAV,2016-12-14,9546,311027,435
LOONA,2016-12-14,174968,5235178,18584
LOONA,2016-12-14,83897,2082768,5180
Apink,2016-12-14,142686,11363961,10917
BIGBANG,2016-12-12,1479696,139886784,96991
BIGBANG,2016-12-12,2510751,220202435,160891
KARD,2016-12-12,75112,2286519,3819
Double S 301,2016-12-08,24577,972461,10961
Pentagon,2016-12-06,210633,7737759,10663
Hey Miss,2016-12-05,1358,68103,188
NCT 127,2016-12-05,220219,2952276,4749
Heize,2016-12-04,140558,22823205,4234
SEVENTEEN,2016-12-04,398728,18034577,14561
Myname,2016-12-04,12733,592718,1196
LABOUM,2016-12-01,36485,4207713,2544
SECHSKIES,2016-11-30,136954,8018763,8856
SHINee,2016-11-30,145020,6711408,8594
U-KISS,2016-11-30,1403,45754,99
AOA,2016-11-29,49112,6815395,3591
Oh My Girl,2016-11-28,26768,1457220,1826
B1A4,2016-11-27,160686,7444794,7880
GOT7,2016-11-26,2013905,125971790,162467
Mamamoo,2016-11-23,32706,851225,1326
SISTAR,2016-11-21,157743,5305261,7098
UP10TION,2016-11-20,80915,2527780,4280
SG Wannabe,2016-11-19,2725,638629,161
B.A.P,2016-11-18,28132,1170077,1439
KNK,2016-11-18,44250,1354596,1744
EXO,2016-11-17,449174,9679706,17123
Voisper,2016-11-17,5591,152985,214
Take,2016-11-17,1816,102415,98
LOONA,2016-11-16,157901,3852555,22405
LOONA,2016-11-16,104103,3018769,4061
Blity,2016-11-15,1532,39109,223
SHINee,2016-11-14,592800,27106881,34959
Snuper,2016-11-13,37532,941675,2478
JJCC,2016-11-13,8761,164848,815
IMFACT,2016-11-10,15533,300404,1051
Bolbbalgan4,2016-11-10,142617,24010020,3963
ASTRO,2016-11-09,387954,15563614,15824
T-ara,2016-11-09,241609,17366088,33600
Momoland,2016-11-09,127177,7820627,12145
M.A.S 0094,2016-11-09,9082,134094,431
VICTON,2016-11-08,199963,5341828,10126
D.I.P,2016-11-08,20531,212779,1655
Mamamoo,2016-11-07,497176,43791620,17943
Topp Dogg,2016-11-06,144851,2957041,14817
B.A.P,2016-11-06,171914,4892358,11956
EXO-CBX,2016-11-06,941589,23192498,27816
Bastarz,2016-11-06,27243,697332,797
BtoB,2016-11-06,729855,39391083,41221
GOT7,2016-11-04,247028,7310435,7069
Taeyeon,2016-11-02,664527,72197397,30642
Wable,2016-11-02,1631,51595,59
Mr.Mr,2016-11-02,1016,44556,85
Mr.Mr,2016-11-02,558,24406,35
SEVENTEEN,2016-11-01,404568,13594472,15813
BLACKPINK,2016-10-31,8647585,854442777,530790
BLACKPINK,2016-10-31,6162678,355243436,476468
Bastarz,2016-10-31,116093,4188354,3493
EXO-CBX,2016-10-30,1394864,71929004,83615
VIXX,2016-10-30,184451,6915121,21065
Bastarz,2016-10-25,75386,2537738,2891
High4 20,2016-10-24,12797,299083,745
Twice,2016-10-23,5419964,670619210,952978
U-KISS,2016-10-23,4039,189018,272
24K,2016-10-21,155719,4240933,6796
Boyfriend,2016-10-21,31569,1037438,2280
Bulldok,2016-10-20,155277,4897780,11461
A.DE,2016-10-18,6666,264181,578
Matilda,2016-10-18,42707,2089258,1822
SEVENTEEN,2016-10-16,462825,14568080,20106
Davichi,2016-10-14,140045,8120726,3909
Block B,2016-10-14,82349,3266377,3137
Davichi,2016-10-13,95098,13230779,3078
Highteen,2016-10-13,11973,857710,1063
Ladies' Code,2016-10-12,130652,3814095,7534
100%,2016-10-12,35333,799926,2371
Girls Girls,2016-10-10,12976,431242,1008
BTS,2016-10-09,14757096,958970872,2355796
Pentagon,2016-10-09,345814,11900686,17240
M.C The Max,2016-10-07,6533,2095411,835
SECHSKIES,2016-10-06,78031,5661207,6456
NU'EST,2016-10-06,135781,4688249,4843
Voisper,2016-10-05,6787,149455,370
SHINee,2016-10-04,446755,19291165,35306
LOONA,2016-10-04,296616,9680203,13151
SF9,2016-10-04,275069,8465296,13321
MONSTA X,2016-10-03,76554,1832782,4922
High4 20,2016-10-02,164648,3717699,4577
December,2016-09-30,2894,576785,189
101,2016-09-28,2439,101975,204
Crayon Pop,2016-09-25,66175,3938262,6697
Apink,2016-09-25,164692,16481607,14389
Clazziquai Project,2016-09-20,2889,200021,86
Mamamoo,2016-09-20,86950,5061525,3616
Song Jieun,2016-09-19,27817,1539772,1276
Infinite,2016-09-18,444121,21943637,88430
EXO,2016-09-17,1166564,64617722,52620
DIA,2016-09-13,9514,496032,665
DIA,2016-09-12,97680,5636185,6784
CNBLUE,2016-09-12,33735,2346804,1194
2PM,2016-09-12,216030,9595431,14728
MOBB,2016-09-08,393009,18941066,9090
MOBB,2016-09-08,586958,27022635,14670
Nell,2016-09-07,15335,1056922,597
Red Velvet,2016-09-06,2705719,256847823,133771
Clazziquai Project,2016-09-06,5736,354148,250
B.I.G,2016-09-05,862,13552,77
HALO,2016-09-01,40299,1081699,3134
Mamamoo,2016-08-30,29133,751631,1053
Mamamoo,2016-08-30,22138,560993,1078
Sunny Hill,2016-08-30,7258,540536,648
Bolbbalgan4,2016-08-28,721704,99242588,19164
NU'EST,2016-08-28,196155,6725711,13078
Urban Zakapa,2016-08-25,36985,12463107,986
NCT DREAM,2016-08-24,1806757,77325909,97841
Spica,2016-08-24,38487,2204303,2119
Two X,2016-08-22,11076,428016,722
LABOUM,2016-08-22,66489,4751675,2944
ROMEO,2016-08-21,6643,215284,438
Nell,2016-08-19,11629,887080,608
I.B.I,2016-08-18,45805,2082560,3394
EXO,2016-08-17,3063505,191427170,231829
WJSN,2016-08-16,58281,5047025,5381
VIXX,2016-08-13,323667,13000531,32308
24K,2016-08-10,172957,4852330,7680
Dimepiece,2016-08-09,53,7988,5
BLACKPINK,2016-08-08,10035431,873913325,617757
BLACKPINK,2016-08-08,16302152,1658955348,1126170
B.A.P,2016-08-07,121847,3999084,9901
MONSTA X,2016-08-07,503902,27505446,25749
Y Teen,2016-08-05,123414,3576052,6281
UP10TION,2016-08-04,56236,1810011,2938
A-Daily,2016-08-03,2808,105867,212
Inx,2016-08-01,54037,1125617,4562
N.Flying,2016-08-01,6602,158231,181
Oh My Girl,2016-07-31,114518,9763123,9060
D.Holic,2016-07-29,40580,1269268,2525
NCT 127,2016-07-28,302323,6341352,11754
Apink,2016-07-23,7814,428382,559
"Dynamic Duo, Primary, Boi B, Crush",2016-07-22,18290,2909901,968
f(x),2016-07-21,341075,15002421,22809
Fei,2016-07-20,112940,3462454,12585
Gavy NJ,2016-07-19,8716,873070,673
Stellar,2016-07-18,64818,3190525,6435
Eyedi,2016-07-18,2600,157951,234
FTISLAND,2016-07-18,20966,1288136,570
Heize,2016-07-17,501776,69028884,12768
Hello Venus,2016-07-17,26572,2090005,1619
FTISLAND,2016-07-17,46313,900824,3712
Mr.Mr,2016-07-14,1466,61414,109
Snuper,2016-07-11,16144,520279,1044
VROMANCE,2016-07-11,47650,1174053,2866
M&D,2016-07-11,79276,1872357,5242
Unnies,2016-07-09,237148,13136044,12313
Infinite,2016-07-08,107274,3502191,9281
Pentagon,2016-07-08,34290,912399,1691
CIVA,2016-07-07,14841,1795945,1972
Matilda,2016-07-07,23906,917261,1012
Girl's Day,2016-07-06,214922,37731996,12489
NCT 127,2016-07-06,1046187,43061880,48607
Teen Top,2016-07-06,31376,923776,1939
Taemin,2016-07-05,352518,13414093,16984
Beast,2016-07-03,238426,16456889,21132
SEVENTEEN,2016-07-03,1722506,126185105,71015
Heize,2016-07-01,168820,19757874,4026
ASTRO,2016-06-30,476010,20465575,17588
VAV,2016-06-30,8958,175424,442
MelodyDay,2016-06-30,27853,1542860,1413
Wonder Girls,2016-06-29,723509,51864787,25689
Taeyeon,2016-06-28,760519,78920832,42621
Sonamoo,2016-06-28,35829,2846450,2243
Beast,2016-06-26,148840,7366390,13966
Pledis Girlz,2016-06-26,10678,304062,1219
Taeyeon,2016-06-24,508063,47161059,27389
ROMEO,2016-06-22,29825,766590,2517
A.DE,2016-06-22,8063,425137,1059
SISTAR,2016-06-20,456040,45560522,23593
Madtown,2016-06-20,55552,1904703,4011
As One,2016-06-19,4774,325537,236
Voisper,2016-06-16,7718,487227,275
SEVENTEEN,2016-06-15,294702,9729494,12503
DIA,2016-06-14,69960,7225132,6923
Daybreak,2016-06-14,519,83604,32
GFRIEND,2016-06-10,607743,66687395,46849
Double S 301,2016-06-08,52670,2602345,21972
EXO,2016-06-08,1384441,80125649,92871
EXO,2016-06-08,5887766,443349725,1000019
Drug Restauant,2016-06-07,145378,3544072,6948
Mighty Mouth,2016-06-07,3674,221005,164
U-KISS,2016-06-06,70132,2751003,6486
UP10TION,2016-06-01,9376,248677,443
KNK,2016-06-01,70732,3070164,4015
EXID,2016-05-31,462125,46383028,21212
Fiestar,2016-05-30,78165,6568680,3980
Luna,2016-05-30,287886,14061649,15940
iKON,2016-05-29,547467,28815495,41037
Urban Zakapa,2016-05-27,218839,62911972,8817
Hotshot,2016-05-27,1436,30396,83
Oh My Girl,2016-05-25,166570,16758579,9269
Boyfriend,2016-05-25,48849,1131937,4011
Tahiti,2016-05-23,5372,330424,577
MAP6,2016-05-23,53275,1432466,2822
Jonghyun,2016-05-23,351081,10184053,23287
ROMEO,2016-05-22,10645,305123,936
MONSTA X,2016-05-17,680657,27713248,36939
B.I.G,2016-05-16,60881,1410280,3576
Agirls,2016-05-16,502,26544,43
BTS,2016-05-15,10829665,729930491,605503
AOA,2016-05-15,369389,46441724,17252
Live High,2016-05-12,1128,62785,120
Teen Top,2016-05-12,4807,105185,335
VAV,2016-05-09,6790,118404,389
Hello Venus,2016-05-09,12051,840126,1182
I.C.E,2016-05-08,4312,179799,577
SHINee,2016-05-08,46068,3753072,1607
AKMU,2016-05-03,587988,35237436,13536
AKMU,2016-05-03,382096,28087523,10044
JJCC,2016-05-02,273,33746,12
BTS,2016-05-01,9124663,756390716,783158
CoCoSoRi,2016-04-28,15276,725299,1232
Mighty Mouth,2016-04-26,13043,1206780,872
APRIL,2016-04-26,51046,5418754,6328
Twice,2016-04-24,4305580,542317439,306174
Lovelyz,2016-04-24,122145,8388245,13840
Bolbbalgan4,2016-04-24,90888,19199874,5187
SEVENTEEN,2016-04-24,530917,24409716,14937
AOA,2016-04-19,106452,13269634,5421
BTS,2016-04-19,2085637,78178457,91923
VIXX,2016-04-19,239924,10715922,29028
ZE:A J,2016-04-19,12807,530745,653
Apink,2016-04-18,85728,8273108,5804
CNBLUE,2016-04-17,43310,3461934,1201
UP10TION,2016-04-17,81813,2958853,4703
"M&D, Wheein",2016-04-14,65134,2216548,6538
HISTORY,2016-04-11,282887,10702838,12272
I.O.I,2016-04-11,130871,13266171,11028
Block B,2016-04-11,419815,35448909,15374
J.Y. Park,2016-04-09,255045,16005950,17740
NCT U,2016-04-09,644703,24180264,25543
J.Y. Park,2016-04-08,187758,10849349,12833
NCT U,2016-04-08,2045636,118110495,160363
LABOUM,2016-04-05,118572,11087184,9236
CNBLUE,2016-04-03,69506,3092863,4656
Mamamoo,2016-04-03,119184,7901373,5470
DAY6,2016-03-29,502534,25560844,20978
Boys Republic,2016-03-29,115287,3893536,6208
N-Sonic,2016-03-29,7684,221743,420
Block B,2016-03-28,131584,12113202,6526
Oh My Girl,2016-03-27,257288,18826841,12699
BtoB,2016-03-27,168698,10850451,13569
Jun Hyoseong,2016-03-27,71626,6874853,3495
Girls Girls,2016-03-27,26418,1054940,1624
Lip Service,2016-03-24,1181,52252,119
M.A.S 0094,2016-03-24,10152,186929,391
A.cian,2016-03-23,28927,747759,2014
GOT7,2016-03-20,1309517,89681000,113341
FTISLAND,2016-03-18,31305,1898507,1390
Red Velvet,2016-03-16,599347,29339492,33845
Daybreak,2016-03-14,1411,257760,47
WJSN,2016-03-09,46306,2494465,3247
JJCC,2016-03-08,22692,726569,1418
Fiestar,2016-03-08,86207,8482530,4684
Miss S,2016-03-08,709,64704,25
Snuper,2016-03-07,55996,1656716,4242
B.A.P,2016-03-04,33014,1591265,1864
KNK,2016-03-02,188199,6282321,11605
Voisper,2016-03-01,6141,195592,345
CLC,2016-02-29,56048,2190164,3958
Mamamoo,2016-02-28,6200,175023,1315
ASTRO,2016-02-25,231002,9893941,6768
Bloomy,2016-02-25,2545,106387,213
Mamamoo,2016-02-25,459377,44043928,14169
Apink,2016-02-24,46376,4059806,3228
WJSN,2016-02-24,67406,5337294,7363
Ladies' Code,2016-02-23,166357,5740989,10070
Teen Top,2016-02-23,14713,422450,683
ASTRO,2016-02-22,388927,12946450,23774
4Ten,2016-02-22,20766,921497,1323
Taemin,2016-02-22,385418,15919597,18027
B.A.P,2016-02-21,138359,5094509,6892
Taemin,2016-02-21,315700,14471618,16043
Wable,2016-02-17,7500,1155954,329
NU'EST,2016-02-16,31960,554851,3239
Double S 301,2016-02-15,15519,509954,2700
Double S 301,2016-02-15,84223,4170701,17824
AOA CREAM,2016-02-11,267716,30743629,10860
Mamamoo,2016-02-11,466492,24973414,17358
N.Flying,2016-02-09,4285,144749,161
Mamamoo,2016-02-04,20013,475304,1107
Taeyeon,2016-02-03,512569,57795650,25225
4Minute,2016-01-31,922759,70646310,49898
WINNER,2016-01-31,309332,19673009,14560
WINNER,2016-01-31,486167,36367537,25252
WINNER,2016-01-31,231592,10875284,13622
M.C The Max,2016-01-28,127851,51570027,11731
IMFACT,2016-01-26,10540,186517,1247
SUS4,2016-01-26,4200,293433,249
A.SOME,2016-01-25,267,13640,35
GFRIEND,2016-01-24,638729,78849761,62211
Mr.Mr,2016-01-24,980,67465,55
CNBLUE,2016-01-21,18481,931317,410
Bubble X,2016-01-21,762,25530,31
Bubble X,2016-01-21,1099,40032,52
CROSS GENE,2016-01-20,32894,1050294,2829
KARA,2016-01-18,6308,976140,321
VIXX,2016-01-18,6617,308866,294
Stellar,2016-01-17,92877,8580258,6337
Teen Top,2016-01-17,76386,3436073,6674
V.O.S,2016-01-14,745,71815,56
AshGray,2016-01-07,35,1378,0
Dal Shabet,2016-01-04,117062,10731178,6313
CoCoSoRi,2016-01-04,20028,1055800,1761
iKON,2015-12-23,329369,16678424,16852
iKON,2015-12-23,594674,35749943,24055
APRIL,2015-12-20,15657,2076879,1320
Dickpunks,2015-12-17,559,62083,21
HISTORY,2015-12-16,7540,268762,452
SHINee,2015-12-13,89803,6798688,3979
EXO,2015-12-09,970480,43562685,56717
Brown Eyed Soul,2015-12-08,23953,4686416,1471
Dynamic Duo,2015-12-07,2421,171919,100
Lovelyz,2015-12-06,34667,2372861,2284
Girls' Generation-TTS,2015-12-03,298547,17747698,12025
Girls' Generation-TTS,2015-12-03,206854,7478983,9283
SEVENTEEN,2015-12-03,376807,22266993,12041
Nell,2015-12-02,10769,754602,576
BTS,2015-11-29,3472352,177593331,152859
UP10TION,2015-11-26,96218,3620360,3836
Noel,2015-11-26,17353,4043774,891
I.C.E,2015-11-25,3416,130127,258
K-Much,2015-11-25,4040,91812,318
APRIL,2015-11-24,39367,3631511,3364
5tion,2015-11-23,551,31714,44
GOT7,2015-11-22,492078,18941549,24238
Dynamic Duo,2015-11-20,2472,199671,138
BIGFLO,2015-11-20,2437,98861,112
Apink,2015-11-18,16277,1669817,708
EXID,2015-11-17,498024,67240383,16554
JJCC,2015-11-17,14524,424040,866
Dynamic Duo,2015-11-17,24343,4632356,1268
B.I.G,2015-11-16,39109,924655,1776
Dynamic Duo,2015-11-16,5497,523516,400
B.A.P,2015-11-15,91562,3916279,4828
iKON,2015-11-15,344094,15622868,16778
iKON,2015-11-15,597658,39223781,30864
UP10TION,2015-11-12,19182,476221,890
MyB,2015-11-12,14933,688823,1669
Dia Girls,2015-11-11,526,40677,50
D.Holic,2015-11-11,1357,41624,108
Madtown,2015-11-11,145865,5253006,5991
EXO,2015-11-10,710832,23447455,28459
Crayon Pop,2015-11-09,61371,6416105,4838
Tahiti,2015-11-09,11501,898425,858
VIXX,2015-11-09,548551,32157400,44508
MAP6,2015-11-09,30476,826744,1721
Vetty L,2015-11-05,142,6758,19
