Name,Date,Likes,Views,Comments
Brown Eyed Soul,2010-04-09,4170,1638326,270
2AM,2010-04-05,47419,6153981,4360
SECRET,2010-04-01,30021,4244247,2073
ZE:A,2010-03-25,20378,2330389,1705
After School,2010-03-24,70865,9773585,2079
Girls' Generation,2010-03-17,768016,124338486,77952
8eight,2010-03-08,555,71815,61
Beast,2010-03-01,225456,38278417,16315
T-ara,2010-02-23,30877,2603581,1011
T-ara,2010-02-23,4824,778048,198
4Men,2010-02-16,14,4310,1
2NE1,2010-02-09,80579,16927596,12651
Daybreak,2010-02-02,533,159776,28
4Men,2010-01-29,4,546,0
Trax,2010-01-26,13024,1121639,1391
Girls' Generation,2010-01-25,872691,145895771,95086
2AM,2010-01-23,123985,17720439,8981
Gavy NJ,2010-01-22,6034,1159752,660
4Men,2010-01-18,20,2793,0
ZE:A,2010-01-07,36396,3626872,7372
"Super Junior, Girls' Generation",2009-12-17,137902,12556807,12311
FTISLAND,2009-12-16,4172,418555,159
FTISLAND,2009-12-16,7386,649668,406
FTISLAND,2009-12-16,3679,283872,185
Super Junior,2009-12-10,119885,9749436,14332
2PM,2009-12-09,3195,357872,330
Clazziquai Project,2009-12-01,2938,416151,192
T-ara,2009-11-27,2419,285950,183
T-ara,2009-11-27,27005,4010133,1199
LeeSsang,2009-11-26,9129,1243053,365
After School,2009-11-25,57359,8310616,3484
Super Junior-M,2009-11-17,39630,4219160,5141
4Men,2009-11-13,9,987,1
Rainbow,2009-11-12,8731,1460246,654
2PM,2009-11-11,190415,25270771,14331
f(x),2009-11-05,159621,19905051,13023
BIGBANG,2009-11-03,289082,72767742,27068
Dynamic Duo,2009-10-29,15692,3278749,843
4Minute,2009-10-28,26242,5921139,2419
FT Triple,2009-10-26,5875,581016,424
Mighty Mouth,2009-10-22,422,64220,35
Nemesis,2009-10-22,264,23666,10
f(x),2009-10-21,48696,3085840,3007
Girls' Generation,2009-10-21,95164,14630888,7873
SS501,2009-10-20,301455,39794107,20169
SHINee,2009-10-16,1833503,169447792,126654
Beast,2009-10-14,147608,25467536,16252
SECRET,2009-10-13,7586,633446,583
T-ara,2009-10-09,40005,18907555,2069
LeeSsang,2009-10-05,111187,16507379,3695
Clazziquai Project,2009-09-25,5192,536470,264
Super Junior-M,2009-09-24,189795,41454752,28039
Gavy NJ,2009-09-24,145,51094,9
Epik High,2009-09-21,10360,1281827,1721
T-ara,2009-09-15,76590,16003144,4069
f(x),2009-09-02,176742,21211282,14201
4Minute,2009-08-31,63900,17503132,5173
TVXQ!,2009-08-12,10125,1288457,915
8eight,2009-08-07,518,152512,28
Tritops,2009-08-06,243,19936,9
Mighty Mouth,2009-08-06,2792,569238,262
Cool,2009-07-31,567,183038,94
T-ara,2009-07-29,24859,3911856,1141
T-ara,2009-07-29,3213,243939,143
T-ara,2009-07-29,11814,1142260,686
KARA,2009-07-28,8936,1889718,732
Wonder Girls,2009-07-27,778511,129472975,37302
Brown Eyed Girls,2009-07-20,287588,41393442,19689
FTISLAND,2009-07-16,53624,6925937,2725
Clazziquai Project,2009-07-14,1195,203902,76
2NE1,2009-07-01,152892,17639058,12779
BIGBANG,2009-06-29,171590,54829160,13405
2PM,2009-06-27,13819,2643339,1447
Girls' Generation,2009-06-26,619700,86095451,38991
M.C The Max,2009-06-23,386,119689,34
4Minute,2009-06-15,151785,30333211,10693
8eight,2009-06-11,2749,267205,249
Untouchable,2009-06-09,506,68740,72
Girls' Generation,2009-06-07,26142,6045245,2361
SHINee,2009-05-25,120659,11646604,9002
BIGBANG,2009-05-25,156700,39358565,13199
Super Junior,2009-05-12,302377,43608405,30177
2NE1,2009-05-06,256046,54358079,25685
SG Wannabe,2009-04-17,1936,625199,170
2PM,2009-04-15,207701,32588773,15366
Davichi,2009-04-10,4740,947574,389
After School,2009-04-09,10003,2204173,770
FTISLAND,2009-04-03,6468,672141,309
Epik High,2009-03-27,4525,665342,482
BIGBANG & 2NE1,2009-03-27,747473,100548814,65305
2AM,2009-03-19,8711,1209582,771
J-Walk,2009-03-17,613,84553,44
Davichi,2009-03-16,121,28076,5
Super Junior,2009-03-13,1423639,152609667,50111
Untouchable,2009-03-03,438,75660,21
8eight,2009-03-03,14551,1289508,928
FTISLAND,2009-02-09,14678,1699541,850
U-KISS,2009-02-03,1554,88374,177
After School,2009-01-15,24651,4721841,2000
Untouchable,2009-01-07,1586,239394,177
Girls' Generation,2009-01-07,2508880,316057665,247573
Gavy NJ,2009-01-06,1508,413541,93
J.Y. Park,2008-12-12,9020,1345947,1016
M.C The Max,2008-12-11,598,175020,49
Dynamic Duo,2008-11-28,252,43244,22
Nell,2008-11-27,858,115264,55
TVXQ!,2008-11-21,52359,5986968,4513
SS501,2008-11-21,214117,26944708,13675
Clazziquai Project,2008-10-24,203,34268,11
Clazziquai Project,2008-10-24,180,40371,12
Clazziquai Project,2008-10-22,1236,123912,93
FTISLAND,2008-10-17,4157,467206,203
KARA,2008-10-17,1195,352836,145
Super Junior-T,2008-10-17,108481,7271591,10216
BIGBANG,2008-10-09,49433,10587808,5452
BIGBANG,2008-10-07,29710,6616411,566
BIGBANG,2008-10-07,31097,4756201,2172
Super Junior,2008-10-01,12315,576099,1663
Epik High,2008-09-30,24773,5342961,1378
M.C The Max,2008-09-30,878,391892,31
Wonder Girls,2008-09-22,374362,29405041,16207
TVXQ!,2008-09-18,783979,86868912,70753
2PM,2008-09-18,54872,7254982,5196
Brown Eyed Girls,2008-09-16,20112,5452060,1532
SHINee,2008-08-29,88041,7557939,7006
SHINee,2008-08-25,108696,7923631,6936
Dynamic Duo,2008-08-25,1673,148891,352
FTISLAND,2008-08-22,31008,4128823,2122
BIGBANG,2008-08-08,1185252,190025572,72804
Super Junior-Happy,2008-08-05,15181,1232524,1720
Cool,2008-07-25,52,62495,1
SS501,2008-07-24,3565,287049,518
2AM,2008-07-21,10379,794315,691
Gavy NJ,2008-07-16,266,96654,25
Shinhwa,2008-07-03,3712,277504,255
Davichi,2008-07-02,188,37097,8
SG Wannabe,2008-06-23,950,294187,126
8eight,2008-06-20,4104,322616,695
Epik High,2008-06-11,45773,17755215,3377
J-Walk,2008-06-09,2028,236616,196
FTISLAND,2008-06-07,3389,258453,228
FTISLAND,2008-06-07,2640,206900,131
Super Junior-Happy,2008-06-05,15118,1506700,1678
Wonder Girls,2008-05-30,10245,1662437,971
Wonder Girls,2008-05-22,498115,26812303,41519
Gavy NJ,2008-05-22,718,246647,51
V.O.S,2008-05-14,3246,682538,289
As One,2008-05-13,874,91752,92
Super Junior-M,2008-04-30,27356,2046248,3147
SG Wannabe,2008-04-23,44915,20542748,3598
Epik High,2008-04-17,42163,7259668,3447
Shinhwa,2008-04-10,4721,320535,306
SG Wannabe,2008-04-03,1417,402600,168
Davichi,2008-04-02,1146,160361,29
Nell,2008-03-21,23808,796861,1493
Girls' Generation,2008-03-17,92397,6592808,4937
SS501,2008-03-13,52076,6245980,3943
SS501,2008-03-13,130835,12324416,8044
8eight,2008-03-03,33869,945631,12861
Davichi,2008-02-22,3114,685643,294
Dynamic Duo,2008-02-12,287,108017,19
Jewelry,2008-02-08,6863,1379579,559
TVXQ!,2008-02-05,75358,10986547,6738
Davichi,2008-01-28,4403,783744,218
Wonder Girls,2008-01-28,5990,3053864,944
Brown Eyed Girls,2008-01-17,11283,1446104,869
Girls' Generation,2008-01-13,197136,18972515,12050
SG Wannabe,2008-01-03,2273,996714,258
Clazziquai Project,2007-12-17,866,117074,71
LPG,2007-12-13,22,1856,2
Shinhwa,2007-12-07,2639,192244,160
FTISLAND,2007-12-04,6617,761286,588
SG Wannabe,2007-12-03,179,109733,0
BIGBANG,2007-11-22,196627,37572912,10780
Super Junior,2007-11-13,64589,5291120,6111
Girls' Generation,2007-11-01,197912,19097513,9691
Supernova,2007-10-30,983,163872,201
J-Walk,2007-10-12,1293,288794,168
Tritops,2007-10-11,426,92467,54
FTISLAND,2007-10-08,5266,634989,486
Super Junior,2007-09-21,89489,6869367,10858
Supernova,2007-09-20,379,46151,48
Wonder Girls,2007-09-13,848400,35291098,30786
Brown Eyed Girls,2007-09-06,3344,457675,359
Brown Eyed Girls,2007-09-06,1423,144824,120
8eight,2007-09-06,5501,220471,1079
BIGBANG,2007-08-16,407724,74345878,28874
BIGBANG,2007-08-16,65485,5820077,5154
FTISLAND,2007-08-08,10309,1385612,1200
Girls' Generation,2007-08-03,997662,67395609,67418
The Grace,2007-07-24,6761,542792,705
Super Junior,2007-07-06,231102,12854562,16969
TVXQ!,2007-07-05,3232,288904,191
Clazziquai Project,2007-06-22,152,26843,9
M.C The Max,2007-06-20,88,18727,4
M.C The Max,2007-06-20,162,39177,19
KARA,2007-06-16,624,278469,116
FTISLAND,2007-06-08,50126,7356771,3969
FTISLAND,2007-06-07,5041,599069,282
Dynamic Duo,2007-06-04,1521,293200,186
Clazziquai Project,2007-06-04,1850,359026,126
SG Wannabe,2007-05-08,469,87368,63
M.C The Max,2007-04-27,1822,679597,161
Wonder Girls,2007-04-27,3545,500261,378
M.C The Max,2007-04-17,239,66000,31
Epik High,2007-04-09,36445,7473590,2771
Nell,2007-04-04,743,81157,43
KARA,2007-03-29,7898,1550146,853
Wonder Girls,2007-02-13,69655,9336375,5101
SG Wannabe,2007-01-29,4698,2233197,520
Shinhwa,2007-01-25,1739,124859,62
Epik High,2007-01-24,13494,1935763,1022
BIGBANG,2006-12-22,29938,2984760,1226
As One,2006-12-14,204,126598,14
SG Wannabe,2006-11-15,2400,516835,505
SS501,2006-11-10,18526,1854668,1588
The Grace,2006-11-03,21284,938706,2403
TVXQ!,2006-09-29,28653,3171978,3508
TVXQ!,2006-09-29,116593,9862519,16118
BIGBANG,2006-09-28,157956,19459325,9326
BIGBANG,2006-09-28,23859,5087304,994
LPG,2006-09-28,67,5184,8
Nell,2006-09-21,3297,760927,150
Nell,2006-09-21,1085,194255,116
BIGBANG,2006-08-28,127461,19377179,11198
BIGBANG,2006-08-28,24982,3645263,1515
BIGBANG,2006-08-28,95671,12005234,7833
Shinhwa,2006-08-11,3171,253697,224
Shinhwa,2006-08-11,1493,112892,45
TVXQ!,2006-07-28,9824,777092,850
Trax,2006-07-18,186,21084,16
Trax,2006-07-18,325,28696,35
Super Junior,2006-06-20,12832,824312,1382
Shinhwa,2006-06-14,1801,123227,80
Super Junior,2006-06-13,170159,13055398,15831
Brown Eyed Girls,2006-05-30,8242,2717532,1158
Shinhwa,2006-05-11,3187,237184,212
Clazziquai Project,2006-03-14,1806,301730,114
Brown Eyed Girls,2006-03-09,1729,183682,130
Super Junior,2006-02-24,65225,3112978,5832
"TVXQ, Super Junior",2005-12-15,38056,2268303,3400
BIGBANG,2005-11-21,70127,8414159,3597
BIGBANG,2005-11-21,24733,5121537,2081
Super Junior,2005-11-11,81192,5449809,9863
1TYM,2005-11-01,2797,255015,195
1TYM,2005-11-01,4390,376777,405
Clazziquai Project,2005-09-22,1286,180927,72
Clazziquai Project,2005-09-22,2709,401865,191
Nemesis,2005-09-15,1111,90740,130
TVXQ!,2005-09-12,17325,1451191,1888
TVXQ!,2005-09-12,10671,1190762,1009
TVXQ!,2005-09-12,65804,6221839,6495
TVXQ!,2005-09-12,6701,515414,555
LPG,2005-08-10,106,8720,19
TVXQ!,2005-06-20,16580,1440432,1863
The Grace,2005-04-15,3063,246740,267
The Grace,2005-04-15,4285,229503,456
Shinhwa,2005-04-14,834,75749,38
SG Wannabe,2005-02-26,8199,2886368,1947
SG Wannabe,2005-02-26,10015,2236913,876
Trax,2004-12-15,5307,391124,993
TVXQ!,2004-12-06,20589,1341533,1861
Clazziquai Project,2004-11-25,1772,270517,169
Jinusean,2004-11-12,22483,2414517,2226
TVXQ!,2004-10-11,8651,701436,742
TVXQ!,2004-10-11,35307,2397856,4395
TVXQ!,2004-10-11,10938,875753,1090
Shinhwa,2004-08-27,15503,1674855,1030
Shinhwa,2004-08-27,3816,319671,284
Shinhwa,2004-08-27,1255,100807,61
Shinhwa,2004-08-27,3584,281047,358
Shinhwa,2004-08-27,3052,244038,187
Shinhwa,2004-08-27,2764,211113,215
Epik High,2004-07-26,1008,173459,117
Trax,2004-07-20,8354,503718,1137
TVXQ!,2004-06-29,8281,825734,784
TVXQ!,2004-06-24,13921,1428683,1211
Shinhwa,2004-05-21,4182,291252,314
Clazziquai Project,2004-05-14,1129,204118,109
Clazziquai Project,2004-05-14,4572,760561,385
Cool,2004-04-19,295,50233,32
Cool,2004-04-19,1841,602201,90
Epik High,2004-01-20,1627,161129,115
SG Wannabe,2004-01-20,6780,1677317,859
SG Wannabe,2004-01-20,1186,282655,154
TVXQ!,2004-01-15,85017,5967977,8900
Shinhwa,2003-12-31,3425,233745,312
1TYM,2003-11-26,1698,194248,120
1TYM,2003-11-26,1432,128565,118
1TYM,2003-11-26,31384,2370085,2171
1TYM,2003-11-26,21301,3173154,2031
Cool,2003-07-04,551,164070,43
Cool,2002-12-01,452,93324,104
Cool,2002-12-01,340,82367,36
Cool,2002-07-01,359,88271,29
1TYM,2001-12-14,890,91482,69
1TYM,2001-12-14,925,101016,66
1TYM,2001-12-14,1247,140631,112
Moon Child,2001-05-01,500,154841,91
Jinusean,2001-02-07,15612,1670083,1299
H.O.T,2000-10-01,182,19228,14
H.O.T,2000-10-01,73,6098,6
1TYM,2000-04-21,9707,1271977,747
Cool,2000-04-01,465,100724,30
Koyote,1999-11-06,27915,16070071,3215
Sharp,1999-10-04,2215,553662,193
Sharp,1999-10-04,618,195456,27
H.O.T,1999-10-01,108,16099,11
Jinusean,1999-03-09,5059,620241,400
Jinusean,1999-03-09,773,143824,76
Koyote,1999-01-13,3153,803176,474
Koyote,1999-01-13,18650,5143213,1868
Cool,1999-01-01,222,40743,24
1TYM,1998-11-17,18104,1007676,2567
H.O.T,1998-09-01,223,40319,13
H.O.T,1998-09-01,465,83508,53
Jinusean,1998-01-05,533,70961,60
Jinusean,1997-03-01,2790,388820,377
H.O.T,1997-01-01,663,83277,83
H.O.T,1997-01-01,146,15853,5
Cool,1996-11-01,2832,757820,197
H.O.T,1996-10-01,1151,283712,207
H.O.T,1996-10-01,1676,432824,206
Seo Taiji and Boys,1995-10-05,41599,2635979,3971
Seo Taiji and Boys,1995-10-05,3745,489453,473
Seo Taiji and Boys,1995-10-05,9793,1443297,2461
Seo Taiji and Boys,1995-10-05,3941,616444,969
Seo Taiji and Boys,1995-10-05,2803,368969,575
Seo Taiji and Boys,1994-08-08,6884,1151383,1562
Seo Taiji and Boys,1994-08-08,416,51554,34
Seo Taiji and Boys,1993-06-06,12111,1610567,1563
Seo Taiji and Boys,1993-06-06,1766,150098,161
Seo Taiji and Boys,1992-03-23,21571,2629822,2010
Seo Taiji and Boys,1992-03-23,1775,261127,169
